PP_ID,books,language_books,movies,language_movies,Sorting_completed_YN,Sorting_house,Sorting_house_wish,age,country,language,occupation,gender,Bravery,Hardwork,Intelligence,Ambition,Daring,Dedication,Knowledge,Cunning,Extraverted,Agreeable,Clever,Manipulative,IPIP_01,IPIP_02,IPIP_03,IPIP_04,IPIP_05,IPIP_06,IPIP_07,IPIP_08,IPIP_09,IPIP_10,IPIP_11,IPIP_12,IPIP_13,IPIP_14,IPIP_15,IPIP_16,IPIP_17,IPIP_18,IPIP_19,IPIP_20,IPIP_21,IPIP_22,IPIP_23,IPIP_24,IPIP_25,IPIP_26,IPIP_27,IPIP_28,IPIP_29,IPIP_30,IPIP_31,IPIP_32,IPIP_33,IPIP_34,IPIP_35,IPIP_36,IPIP_37,IPIP_38,IPIP_39,IPIP_40,IPIP_41,IPIP_42,IPIP_43,IPIP_44,IPIP_45,IPIP_46,IPIP_47,IPIP_48,IPIP_49,IPIP_50,SD_M1,SD_M2,SD_M3,SD_M4,SD_M5,SD_M6,SD_M7,SD_M8,SD_M9,SD_N1,SD_N2,SD_N3,SD_N4,SD_N5,SD_N6,SD_N7,SD_N8,SD_N9,SD_P1,SD_P2,SD_P3,SD_P4,SD_P5,SD_P6,SD_P7,SD_P8,SD_P9,PVQ_01,PVQ_02,PVQ_03,PVQ_04,PVQ_05,PVQ_06,PVQ_07,PVQ_08,PVQ_09,PVQ_10,PVQ_11,PVQ_12,PVQ_13,PVQ_14,PVQ_15,PVQ_16,PVQ_17,PVQ_18,PVQ_19,PVQ_20,PVQ_21,PVQ_22,PVQ_23,PVQ_24,PVQ_25,PVQ_26,PVQ_27,PVQ_28,PVQ_29,PVQ_30,PVQ_31,PVQ_32,PVQ_33,PVQ_34,PVQ_35,PVQ_36,PVQ_37,PVQ_38,PVQ_39,PVQ_40,PVQ_41,PVQ_42,PVQ_43,PVQ_44,PVQ_45,PVQ_46,PVQ_47,PVQ_48,PVQ_49,PVQ_50,PVQ_51,PVQ_52,PVQ_53,PVQ_54,PVQ_55,PVQ_56,PVQ_57
11,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",german,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",german,No,Slytherin,Ravenclaw,25,Germany,German,Student,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,4,2,4,3,2,3,3,3,3,1,5,2,3,2,3,2,4,4,3,3,2,2,2,2,5,1,2,5,4,5,5,6,2,4,6,5,5,5,3,4,6,3,5,4,2,4,3,5,4,5,3,4,5,5,5,3,5,4,4,1,5,3,4,5,5,5,2,2,2,3,1,6,4,4,4,4,4,4,5,4,4,4,5,4
12,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,No,Gryffindor,Ravenclaw,33,England,English,Employed,Male,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Gryffindor,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,very inaccurate,very inaccurate,very inaccurate,moderately accurate,very accurate,moderately accurate,very accurate,very accurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very inaccurate,very accurate,moderately accurate,very accurate,neither accurate nor inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,moderately inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,moderately inaccurate,very accurate,moderately accurate,moderately inaccurate,very accurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,3,4,1,4,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,3,1,1,1,1,5,1,1,5,4,4,5,6,3,4,6,2,4,6,4,4,6,2,6,5,1,5,4,0,3,6,4,6,5,5,3,3,4,1,5,2,6,4,5,6,4,6,1,3,1,5,1,6,1,5,5,3,3,4,6,3,3,4,6,5
13,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",German,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",German,Yes,Slytherin,Slytherin,22,Germany,German,Student,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,very accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately accurate,very inaccurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,4,4,3,4,4,5,5,2,4,2,4,3,3,4,4,2,2,5,3,2,2,2,4,3,2,1,1,5,6,5,4,6,3,2,3,5,4,6,3,5,6,2,6,5,1,5,5,4,4,6,5,5,6,5,4,4,5,2,5,1,6,5,5,6,4,5,2,4,2,5,3,5,4,4,6,5,3,3,5,3,3,5,5,5
14,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Deutsch,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",Deutsch,No,Gryffindor,Ravenclaw,19,Deutschland,Deutsch,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Gryffindor,Gryffindor,Gryffindor,Ravenclaw,Hufflepuff,Gryffindor,Gryffindor,Ravenclaw,Slytherin,moderately inaccurate,very inaccurate,moderately accurate,moderately inaccurate,very accurate,moderately inaccurate,very accurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,moderately inaccurate,very accurate,very accurate,very accurate,moderately accurate,moderately accurate,moderately accurate,moderately inaccurate,very inaccurate,moderately inaccurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very accurate,moderately accurate,moderately accurate,very accurate,very inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,very accurate,moderately inaccurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,very accurate,4,4,2,4,3,1,4,1,5,2,2,2,1,2,1,4,2,2,1,2,1,2,4,1,5,1,1,6,4,3,5,5,2,5,3,3,5,6,3,5,5,2,6,6,2,6,2,1,3,6,3,5,3,6,3,4,5,2,5,3,6,3,4,6,4,6,3,4,3,5,2,3,4,4,5,5,3,4,6,2,5,5,6,4
15,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",croatian and english,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,No,Gryffindor,Gryffindor,23,Croatia,Croatian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Slytherin,Gryffindor,Ravenclaw,Gryffindor,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,very inaccurate,moderately accurate,very accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately accurate,very accurate,very inaccurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very inaccurate,very accurate,very accurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very accurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,very accurate,3,4,3,3,2,4,4,3,4,4,2,2,4,2,3,4,2,3,4,1,4,3,3,3,2,3,2,6,4,4,4,3,3,3,2,3,6,5,1,3,6,2,6,4,2,6,2,3,2,6,3,5,5,5,6,5,4,4,5,1,5,2,5,5,3,6,1,4,2,5,1,3,5,5,5,4,1,3,3,1,5,4,6,4
16,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,Yes,Hufflepuff,Hufflepuff,27,England,English,Student,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,very inaccurate,moderately inaccurate,very accurate,very inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,4,2,3,2,2,3,5,1,1,3,5,1,1,1,4,1,4,3,2,3,2,1,1,2,5,3,2,4,6,4,3,5,4,5,6,6,3,4,5,6,5,2,5,4,2,3,5,6,3,4,3,5,6,5,3,4,4,5,5,1,5,6,5,6,5,4,1,3,5,5,4,6,2,1,4,6,6,3,6,4,2,4,5,5
17,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Croatian,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",English,No,Ravenclaw,Ravenclaw,23,Croatia,Cratian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Ravenclaw,Ravenclaw,Hufflepuff,Gryffindor,Hufflepuff,Gryffindor,Slytherin,very inaccurate,very inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,very accurate,very accurate,very accurate,very inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,very accurate,very accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,moderately accurate,very accurate,very accurate,very accurate,very accurate,moderately inaccurate,very accurate,4,4,2,2,3,3,5,2,3,1,4,5,2,4,2,3,1,4,2,2,1,1,1,1,2,3,4,6,6,3,2,4,4,1,3,3,5,4,3,4,4,3,5,5,4,5,4,1,1,4,4,4,4,2,2,4,5,4,5,3,5,5,5,6,4,6,4,3,2,6,1,3,3,2,4,3,3,3,4,4,3,4,4,4
18,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Bulgarian: German,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",Bulgarian: English,No,Hufflepuff,Ravenclaw,26,Bulgaria,Bulgarian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Gryffindor,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,very inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,very inaccurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,very accurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,very inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,3,2,2,2,2,2,4,2,3,1,3,2,1,1,2,1,3,4,1,3,1,1,3,1,5,1,1,5,6,5,4,6,3,6,5,4,4,6,3,5,6,3,6,4,2,4,3,4,2,6,3,6,5,6,4,2,5,1,3,2,6,4,5,6,3,6,2,2,2,5,2,4,3,5,4,3,4,2,6,3,3,6,6,5
19,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",German and English,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",German,No,Gryffindor,Ravenclaw,27,Germany,German,Student,Female,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,Hufflepuff,Ravenclaw,Ravenclaw,Ravenclaw,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,moderately accurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,4,2,2,2,2,3,4,3,3,2,5,3,1,3,3,3,3,3,3,3,3,1,3,3,5,1,2,5,6,5,5,4,5,4,5,5,4,6,2,6,4,6,6,6,4,5,5,5,5,5,4,5,5,6,4,2,6,5,4,1,4,4,5,5,4,5,4,4,4,5,4,5,3,4,4,3,4,5,4,5,3,5,6,4
20,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",German: Russian,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",German: Russian,No,Gryffindor,Ravenclaw,26,Germany,Russian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,very inaccurate,neither accurate nor inaccurate,moderately inaccurate,moderately inaccurate,neither accurate nor inaccurate,very accurate,neither accurate nor inaccurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,very inaccurate,very inaccurate,moderately inaccurate,moderately accurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,moderately inaccurate,very inaccurate,very inaccurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,very accurate,very accurate,moderately accurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very accurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,5,3,2,4,2,1,5,4,4,2,5,1,3,2,4,1,4,3,1,4,1,1,3,1,2,3,4,5,4,4,5,3,2,1,3,2,2,5,3,2,4,2,5,3,2,5,3,1,3,5,4,5,3,5,2,1,4,1,3,3,4,2,5,3,5,4,2,3,1,3,2,1,2,4,5,4,3,4,5,4,4,5,5,3
21,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows",Italian,"Harry Potter and the Philosopher's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Deathly Hallows part one,Harry Potter and the Deathly Hallows part two",Italian: some also in English,No,Gryffindor,Ravenclaw,23,Italy,Italian,Student,Female,Gryffindor,Ravenclaw,Ravenclaw,Slytherin,Hufflepuff,Gryffindor,Ravenclaw,Slytherin,Gryffindor,Hufflepuff,Ravenclaw,Slytherin,moderately accurate,moderately accurate,moderately accurate,moderately accurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,very inaccurate,moderately inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,very inaccurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately inaccurate,very inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately accurate,moderately accurate,moderately inaccurate,moderately inaccurate,moderately inaccurate,moderately accurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,very inaccurate,moderately accurate,moderately accurate,neither accurate nor inaccurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,moderately accurate,moderately inaccurate,neither accurate nor inaccurate,moderately accurate,very accurate,moderately inaccurate,neither accurate nor inaccurate,neither accurate nor inaccurate,moderately accurate,moderately accurate,3,2,1,1,1,1,5,2,3,3,2,2,2,1,4,1,3,2,2,2,1,2,4,2,4,4,2,6,3,5,2,6,4,3,4,5,6,2,1,2,6,3,6,6,1,4,1,4,2,6,4,2,1,3,5,3,5,2,4,1,4,1,4,6,3,6,1,4,2,6,1,5,5,2,5,4,2,2,6,3,4,2,6,5
